genes	logFC	AveExpr	t	P.Value	adj.P.Val	B
Ndufb7	0.278184806139021	5.48713736804213	3.45358137217481	0.0028911850406866	0.132949016529046	-1.58980122717244
Reep3	-0.244803459882366	5.5828040330964	-3.45657114989839	0.00287220566667114	0.132949016529046	-1.59184860576414
Lrrfip1	0.247520735675353	4.90460454355331	3.42702773045542	0.00306528736658765	0.135570433123877	-1.60068866446884
Vamp3	-0.277890897788062	5.21278090956374	-3.43506243939181	0.00301154041937301	0.13483769449703	-1.60543369211856
Sugp1	-0.209267831316411	5.7214706855197	-3.45509436112749	0.00288156499253108	0.132949016529046	-1.60676360653293
Rp9	-0.512787452742463	2.76109643317685	-3.55266494577604	0.00232374025620131	0.125604073443754	-1.60841868472334
Sipa1l2	0.181400471988608	6.75531159993509	3.49517495797117	0.00263794639610494	0.130856671304248	-1.6096180476877
Usp29	-0.237163486622729	6.5768880066421	-3.4870636377198	0.00268554360730499	0.131025625325015	-1.61273830300704
Lhfpl2	-0.265469287472908	5.23430206728045	-3.4288399754117	0.00305308239760728	0.135570433123877	-1.6194192753132
Gga1	0.205479266010416	6.44864387942962	3.47669010620258	0.00274765703169391	0.131693870065329	-1.62422369113305
Sspn	-0.346953391209695	4.69086639425377	-3.40731403111286	0.003201209668056	0.138949650245329	-1.62779291830367
Tagln	-0.413631253098808	3.49676638968919	-3.42918412924256	0.00305077005119344	0.135570433123877	-1.63509616542845
Apitd1	0.38381932011242	3.52447985209974	3.42272757643165	0.00309444107121102	0.136305744351319	-1.64211479248516
Rffl	-0.317786359510812	4.93200303025506	-3.40489136983095	0.00321831910494696	0.138949650245329	-1.64542942061236
Hnrpdl	-0.185726845903758	7.24699906179908	-3.49323550270923	0.00264925051956163	0.130856671304248	-1.64735853463364
Pnmal2	0.157632302614852	9.02600256604648	3.53326467800525	0.0024253831904572	0.128097908311526	-1.65015990175697
Tfb2m	-0.351105204688108	4.08843313137151	-3.3856705658128	0.00335730075131057	0.14188152064205	-1.66262903292011
Ddt	0.245176578229799	6.15196306522434	3.44156307192146	0.00296873835185712	0.134025800447591	-1.67178434876347
Kif5b	-0.19047691509834	8.04020060605113	-3.49662180323342	0.00262954459129577	0.130856671304248	-1.68116145741028
